,Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Syllables,Source
9436,BURDENED,9437,19893,8.710661965398208e-07,7.806122194293958e-07,1.5024021358236694e-05,9901,2009,0,0,0,0,0,0,2,12of12inf
9437,BURDENING,9438,3181,1.392882708084839e-07,1.3017606114751814e-07,7.159238696737488e-06,2051,2009,0,0,0,0,0,0,3,12of12inf
9438,BURDENS,9439,103234,4.520366346634085e-06,3.154327794901164e-06,1.9631436115877812e-05,66216,2009,0,0,0,0,0,0,2,12of12inf
9439,BURDENSOME,9440,68856,3.015037150200869e-06,1.6906163529460344e-06,1.2188533777753584e-05,44748,2009,0,0,0,0,0,0,3,12of12inf
9510,BURNED,9511,15064,6.596160048597929e-07,4.6333446009200746e-07,1.0963593895960772e-05,7653,2009,0,0,0,0,0,0,1,12of12inf
9936,CALAMITIES,9937,3339,1.4620670739689648e-07,8.68428094904894e-08,2.320260717067754e-06,2859,2009,0,0,0,0,0,0,4,12of12inf
9937,CALAMITOUS,9938,68,2.977554987418077e-09,3.0004361745892304e-09,6.880931961375455e-07,62,2009,0,0,0,0,0,0,4,12of12inf
9939,CALAMITY,9940,5961,2.6101772470587e-07,1.2108279339150846e-07,2.9862006095519418e-06,4016,2009,0,0,0,0,0,0,4,12of12inf
10202,CANCEL,10203,342283,1.4987741967035614e-05,1.0462093856200526e-05,4.376397910305031e-05,157414,2009,0,0,0,0,0,0,2,12of12inf
10206,CANCELED,10207,502099,2.1985696788641607e-05,1.8015421395937627e-05,6.755302515964522e-05,197924,2009,0,0,0,0,0,0,2,12of12inf
10209,CANCELING,10210,24602,1.0772618794185227e-06,9.3307912714451e-07,1.3670181244604812e-05,17507,2009,0,0,0,0,0,0,3,12of12inf
10211,CANCELLATION,10212,952901,4.172522242743637e-05,3.252587957545636e-05,0.0001073013056007,278612,2009,0,0,0,0,0,0,4,12of12inf
10212,CANCELLATIONS,10213,161416,7.0680149389570055e-06,6.164820974930934e-06,3.950366723795422e-05,78242,2009,0,0,0,0,0,0,4,12of12inf
10213,CANCELLED,10214,768110,3.3633672961554403e-05,3.185104568144843e-05,9.775744037497345e-05,278102,2009,0,0,0,0,0,0,2,12of12inf
10216,CANCELLING,10217,9625,4.214553934396911e-07,3.559191199109937e-07,8.369933696913355e-06,6428,2009,0,0,0,0,0,0,3,12of12inf
10218,CANCELS,10219,22530,9.8653402744896e-07,6.67098301314264e-07,8.484186901711312e-06,15748,2009,0,0,0,0,0,0,2,12of12inf
10646,CARELESS,10647,775,3.3935369341897214e-08,2.112779144996755e-08,1.4514628701307355e-06,599,2009,0,0,0,0,0,0,2,12of12inf
10647,CARELESSLY,10648,185,8.100701068710945e-09,5.216532908628077e-09,6.374983838805074e-07,142,2009,0,0,0,0,0,0,3,12of12inf
10648,CARELESSNESS,10649,4694,2.055388692785361e-07,1.1253423938684253e-07,2.950230865464732e-06,3668,2009,0,0,0,0,0,0,3,12of12inf
11032,CATASTROPHE,11033,224839,9.84515420317784e-06,6.350885646923077e-06,0.0001031939584289,17691,2009,0,0,0,0,0,0,4,12of12inf
11033,CATASTROPHES,11034,53962,2.362865032809622e-06,1.4230496510647592e-06,2.704932976636062e-05,14679,2009,0,0,0,0,0,0,4,12of12inf
11034,CATASTROPHIC,11035,142412,6.2358758951203416e-06,3.943478360395189e-06,2.7223599466225107e-05,68623,2009,0,0,0,0,0,0,4,12of12inf
11035,CATASTROPHICALLY,11036,203,8.888877388909849e-09,6.530789152507417e-09,1.1168894627465235e-06,141,2009,0,0,0,0,0,0,6,12of12inf
11197,CAUTION,11198,142094,6.221951446796828e-06,8.717687438119856e-06,3.8722618767990553e-05,117446,2009,0,0,0,0,0,0,2,12of12inf
11198,CAUTIONARY,11199,390025,1.707824829364317e-05,2.571342872583102e-05,8.170809729547788e-05,250946,2009,0,0,0,0,0,0,4,12of12inf
11199,CAUTIONED,11200,187804,8.223481424368597e-06,1.5161964375454094e-05,5.348875007419668e-05,169919,2009,0,0,0,0,0,0,2,12of12inf
11200,CAUTIONING,11201,428,1.8741081391396132e-08,3.470790632094317e-08,2.850794902468187e-06,410,2009,0,0,0,0,0,0,3,12of12inf
11201,CAUTIONS,11202,48303,2.115071155253756e-06,4.572048342501514e-06,3.351526881324494e-05,43720,2009,0,0,0,0,0,0,2,12of12inf
11260,CEASE,11261,1201548,5.26128711767973e-05,3.570738764448588e-05,9.386879612310126e-05,340599,2009,0,0,0,0,0,0,1,12of12inf
11261,CEASED,11262,427868,1.8735301431714675e-05,1.990517148216415e-05,7.98400278140156e-05,204513,2009,0,0,0,0,0,0,1,12of12inf
11268,CEASES,11269,372576,1.6314198926357022e-05,8.720187674821977e-06,3.89337600841404e-05,143324,2009,0,0,0,0,0,0,2,12of12inf
11269,CEASING,11270,71409,3.1268268249490807e-06,2.2105210276085127e-06,2.350237915189361e-05,40860,2009,0,0,0,0,0,0,2,12of12inf
11371,CENSURE,11372,8474,3.710558965203057e-07,2.350718731381953e-07,4.593337218627808e-06,6604,2009,0,0,0,0,0,0,2,12of12inf
11372,CENSURED,11373,810,3.5467934408950626e-08,3.2777468333853695e-08,2.565911790407398e-06,570,2009,0,0,0,0,0,0,2,12of12inf
11375,CENSURES,11376,3257,1.4261612638265705e-07,7.93446934517018e-08,2.5441868699637056e-06,2313,2009,0,0,0,0,0,0,3,12of12inf
11376,CENSURING,11377,86,3.76573130761698e-09,3.066639751113983e-09,7.904972994411093e-07,81,2009,0,0,0,0,0,0,3,12of12inf
11595,CHALLENGE,11596,335319,1.4682805306265328e-05,9.762734975987552e-06,4.670980688052248e-05,148158,2009,0,0,0,0,0,0,2,12of12inf
11596,CHALLENGED,11597,222255,9.732007113655952e-06,6.605635355509209e-06,2.8088698701061397e-05,125255,2009,0,0,0,0,0,0,2,12of12inf
11599,CHALLENGES,11600,581561,2.5465144941733008e-05,1.6923303009065596e-05,5.2241880935633526e-05,218700,2009,0,0,0,0,0,0,3,12of12inf
11600,CHALLENGING,11601,281046,1.2306322338145605e-05,8.915770124845536e-06,3.917996397276434e-05,143412,2009,0,0,0,0,0,0,3,12of12inf
11773,CHARGEOFFS,11774,18675,8.177329322063617e-07,1.325607595518164e-06,3.057321202332198e-05,6686,2009,0,0,0,0,0,0,2,10K_2008
12699,CIRCUMVENT,12700,28496,1.247770690021552e-06,7.750227603885642e-07,7.736228643763087e-06,23072,2009,0,0,0,0,0,0,3,12of12inf
12700,CIRCUMVENTED,12701,95711,4.190952432364288e-06,4.257400263299247e-06,2.148532587783696e-05,81813,2009,0,0,0,0,0,0,4,12of12inf
12701,CIRCUMVENTING,12702,3411,1.493594126776921e-07,9.31534771637341e-08,3.192237040784844e-06,2897,2009,0,0,0,0,0,0,4,12of12inf
12702,CIRCUMVENTION,12703,26984,1.1815638791248442e-06,1.2750623920095205e-06,1.5162357607886432e-05,23870,2009,0,0,0,0,0,0,4,12of12inf
12703,CIRCUMVENTIONS,12704,42,1.8390780804641062e-09,9.44231466594572e-10,1.8588321994576933e-07,41,2009,0,0,0,0,0,0,4,12of12inf
12704,CIRCUMVENTS,12705,1923,8.420350354124946e-08,5.872928960826577e-08,1.9364055601286195e-06,1830,2009,0,0,0,0,0,0,3,12of12inf
12784,CLAIMING,12785,306772,1.3432801450003211e-05,8.345088804308154e-06,4.097447143687008e-05,127113,2009,0,0,0,0,0,0,2,12of12inf
12785,CLAIMS,12786,2982995,0.0001306181123484,9.742222841207104e-05,0.0002212433780626,488970,2009,0,0,2009,0,0,0,1,12of12inf
12941,CLAWBACK,12942,82334,3.6052060637364713e-06,1.4813606424245618e-06,2.100763641721477e-05,18213,2009,0,0,0,0,0,0,2,10K_2008
13205,CLOSED,13206,1354977,5.933115476745271e-05,6.131100957072688e-05,0.0001797060304532,389986,-2020,0,0,0,0,0,0,1,12of12inf
13212,CLOSEOUT,13213,14696,6.435021778690597e-07,7.142347638443599e-07,2.5697275753103164e-05,5061,2009,0,0,0,0,0,0,2,12of12inf
13213,CLOSEOUTS,13214,2578,1.1288436408182065e-07,1.425164756487114e-07,7.01765667545026e-06,1421,2009,0,0,0,0,0,0,2,12of12inf
13224,CLOSING,13225,7594748,0.0003325555850821,0.0002331637326987,0.0005184777051087,649862,-2020,0,0,0,0,0,0,2,12of12inf
13225,CLOSINGS,13226,143583,6.287151143506615e-06,6.975004041324977e-06,6.376402136672997e-05,54848,2009,0,0,0,0,0,0,2,12of12inf
13226,CLOSURE,13227,587754,2.5736321383454773e-05,2.3051968790377107e-05,0.000140273383942,138028,2009,0,0,0,0,0,0,2,12of12inf
13227,CLOSURES,13228,183093,8.017198166343206e-06,7.091953535521559e-06,5.635163471789253e-05,65953,2009,0,0,0,0,0,0,2,12of12inf
13574,COERCE,13575,2933,1.2842895261907677e-07,8.74931568939247e-08,3.36659419676774e-06,2424,2009,0,0,0,0,0,0,2,12of12inf
13575,COERCED,13576,1856,8.126973612717577e-08,4.544240965589401e-08,2.180832285263103e-06,1116,2009,0,0,0,0,0,0,2,12of12inf
13578,COERCES,13579,54,2.364528960596708e-09,1.8343282471352215e-09,3.977228731514904e-07,53,2009,0,0,0,0,0,0,3,12of12inf
13579,COERCING,13580,527,2.3076051152490095e-08,1.2991294780806051e-08,8.844946173152477e-07,473,2009,0,0,0,0,0,0,3,12of12inf
13580,COERCION,13581,7523,3.29413914269797e-07,2.0213286295353165e-07,4.520900819067863e-06,5311,2009,0,0,0,0,0,0,3,12of12inf
13582,COERCIVE,13583,8385,3.6715880249265565e-07,2.405815888268563e-07,5.407044185771274e-06,6933,2009,0,0,0,0,0,0,3,12of12inf
13766,COLLAPSE,13767,26579,1.1638299119203688e-06,9.696941078848705e-07,1.2796060572970272e-05,18573,2009,0,0,0,0,0,0,2,12of12inf
13767,COLLAPSED,13768,5258,2.302350606447684e-07,2.102122951034265e-07,6.069075686355735e-06,3388,2009,0,0,0,0,0,0,2,12of12inf
13768,COLLAPSES,13769,1940,8.494789228810398e-08,4.908995454695863e-08,1.633506092455563e-06,1754,2009,0,0,0,0,0,0,3,12of12inf
13770,COLLAPSING,13771,898,3.9321240863256377e-08,3.501816663808424e-08,1.985431931282706e-06,755,2009,0,0,0,0,0,0,3,12of12inf
13849,COLLISION,13850,30232,1.3237859173474017e-06,9.96506240545846e-07,3.1546119060877225e-05,9492,2009,0,0,0,0,0,0,3,12of12inf
13850,COLLISIONS,13851,3962,1.734863655904474e-07,1.08880083269052e-07,3.920504719933138e-06,2976,2009,0,0,0,0,0,0,3,12of12inf
13869,COLLUDE,13870,291,1.2742183843215596e-08,4.231339930204633e-09,5.620383846243731e-07,178,2009,0,0,0,0,0,0,2,12of12inf
13870,COLLUDED,13871,1383,6.055821393528237e-08,4.24397759344959e-08,2.8127560958636272e-06,776,2009,0,0,0,0,0,0,3,12of12inf
13871,COLLUDES,13872,250,1.0946893336095872e-08,1.491620946387451e-09,1.772279415074973e-07,125,2009,0,0,0,0,0,0,2,12of12inf
13872,COLLUDING,13873,402,1.7602604484442162e-08,9.884367659330313e-09,1.0676617028952524e-06,220,2009,0,0,0,0,0,0,3,12of12inf
13873,COLLUSION,13874,63432,2.777533352380933e-06,3.0398820613583385e-06,1.9058543415365697e-05,57755,2009,0,0,2009,0,0,0,3,12of12inf
13874,COLLUSIONS,13875,143,6.2616229882468395e-09,5.4731258783519795e-09,6.215435974614223e-07,143,2009,0,0,0,0,0,0,3,12of12inf
13875,COLLUSIVE,13876,1724,7.548977644571713e-08,4.81182217281558e-08,2.3940449632909364e-06,1026,2009,0,0,0,0,0,0,3,12of12inf
14379,COMPLAIN,14380,3515,1.5391332030550798e-07,9.008431864837954e-08,2.883029224946801e-06,2701,2009,0,0,0,0,0,0,2,12of12inf
14382,COMPLAINED,14383,6943,3.0401712173005455e-07,2.818209656217039e-07,7.563592709698869e-06,4781,2009,0,0,0,0,0,0,2,12of12inf
14385,COMPLAINING,14386,5036,2.205142193623153e-07,1.2757590965450698e-07,4.6823891994271525e-06,2414,2009,0,0,0,0,0,0,3,12of12inf
14386,COMPLAINS,14387,679,2.9731762300836392e-08,2.811613964103957e-08,2.466367054313985e-06,496,2009,0,0,0,0,0,0,2,12of12inf
14387,COMPLAINT,14388,1786879,7.824309527003863e-05,7.997615579221541e-05,0.0003090019561293,249561,2009,0,0,0,0,0,0,2,12of12inf
14388,COMPLAINTS,14389,374279,1.6388769163762507e-05,1.2914556056455084e-05,6.903489533274452e-05,120594,2009,0,0,0,0,0,0,2,12of12inf
14425,COMPLICATE,14426,7474,3.272683231759223e-07,2.3203569818546638e-07,4.4366705321201165e-06,6807,2009,0,0,0,0,0,0,3,12of12inf
14426,COMPLICATED,14427,44212,1.935936192701883e-06,1.537352676352172e-06,1.2871968849406116e-05,34714,2009,0,0,0,0,0,0,4,12of12inf
14428,COMPLICATES,14429,2570,1.1253406349506557e-07,9.035597869190909e-08,3.2116373586028423e-06,2458,2009,0,0,0,0,0,0,3,12of12inf
14429,COMPLICATING,14430,9514,4.1659497279846454e-07,1.896051814939021e-07,3.236137189695391e-06,7811,2009,0,0,0,0,0,0,4,12of12inf
14430,COMPLICATION,14431,4510,1.9748195578316956e-07,1.3670620327010274e-07,3.924377536053927e-06,3203,2009,0,0,0,0,0,0,4,12of12inf
14431,COMPLICATIONS,14432,60405,2.644988367867485e-06,2.294480177219279e-06,2.116828151328543e-05,35353,2009,0,0,0,0,0,0,4,12of12inf
14521,COMPULSION,14522,9122,3.994302440474662e-07,1.7486269910591505e-07,4.035400096351555e-06,5553,2009,0,0,0,0,0,2009,3,12of12inf
14570,CONCEALED,14571,14951,6.546680090718776e-07,6.293134120321936e-07,1.564093736781196e-05,8343,2009,0,0,0,0,0,0,2,12of12inf
14573,CONCEALING,14574,11708,5.126649087160419e-07,2.508129253958474e-07,4.806853111466897e-06,8285,2009,0,0,0,0,0,0,3,12of12inf
14577,CONCEDE,14578,2116,9.265450519671548e-08,6.931498471820473e-08,4.87552821282496e-06,1449,2009,0,0,0,0,0,0,2,12of12inf
14578,CONCEDED,14579,2660,1.1647494509606009e-07,9.71969494399194e-08,4.289891372520748e-06,1709,2009,0,0,0,0,0,0,3,12of12inf
14579,CONCEDES,14580,863,3.778867579620295e-08,2.6428460609299692e-08,2.293599383755511e-06,631,2009,0,0,0,0,0,0,2,12of12inf
14580,CONCEDING,14581,2291,1.0031733053198259e-07,1.263267157262207e-07,7.768132412964014e-06,2018,2009,0,0,0,0,0,0,3,12of12inf
14615,CONCERN,14616,1862832,8.156889282826458e-05,0.0001578282661032,0.0003815606040714,372474,2009,0,0,0,0,0,0,2,12of12inf
14616,CONCERNED,14617,93167,4.079556845776177e-06,2.8711173391144187e-06,2.563051007171673e-05,55262,2009,0,0,0,0,0,0,2,12of12inf
14618,CONCERNS,14619,548111,2.400045061336338e-05,1.9583423411102087e-05,6.509773921873998e-05,243457,2009,0,0,0,0,0,0,2,12of12inf
14651,CONCILIATING,14652,6,2.627254400663009e-10,1.9049158073225276e-10,8.73381747044946e-08,6,2009,0,0,0,0,0,0,5,12of12inf
14652,CONCILIATION,14653,4862,2.1289518160039254e-07,1.4743642151513737e-07,5.824422910909359e-06,2675,2009,0,0,0,0,0,0,5,12of12inf
14653,CONCILIATIONS,14654,25,1.094689333609587e-09,7.706927455733517e-10,2.677270868618723e-07,15,2009,0,0,0,0,0,0,5,12of12inf
14727,CONDEMN,14728,4169,1.8255039327273481e-07,1.069949610726441e-07,4.272973592174183e-06,3051,2009,0,0,0,0,0,0,2,12of12inf
14728,CONDEMNATION,14729,267100,1.169566084028483e-05,4.355787855760272e-06,4.362468243544465e-05,45179,2009,0,0,0,0,0,0,4,12of12inf
14729,CONDEMNATIONS,14730,2005,8.77940845554889e-08,6.645534846009976e-08,4.967312689094923e-06,1307,2009,0,0,0,0,0,0,4,12of12inf
14731,CONDEMNED,14732,19209,8.411154963722625e-07,4.039877751120724e-07,1.0583289990439776e-05,8634,2009,0,0,0,0,0,0,2,12of12inf
14734,CONDEMNING,14735,16767,7.34186242265278e-07,2.756861868226805e-07,5.174957167819336e-06,6442,2009,0,0,0,0,0,0,3,12of12inf
14736,CONDEMNS,14737,270,1.1822644802983545e-08,6.127859115330111e-09,6.441912316811679e-07,222,2009,0,0,0,0,0,0,2,12of12inf
14780,CONDONE,14781,1762,7.715370423280371e-08,5.260993445400311e-08,2.317143705293688e-06,1416,2009,0,0,0,0,0,0,2,12of12inf
14781,CONDONED,14782,500,2.1893786672191747e-08,1.244692200232696e-08,1.5254693373656322e-06,412,2009,0,0,0,0,0,0,2,12of12inf
14858,CONFESS,14859,6075,2.660095080671297e-07,1.5281349179869366e-07,5.755155653196948e-06,2279,2009,0,0,0,0,0,0,2,12of12inf
14859,CONFESSED,14860,2745,1.2019688883033268e-07,8.661558628889327e-08,3.794662536450551e-06,1552,2009,0,0,0,0,0,0,2,12of12inf
14861,CONFESSES,14862,791,3.463597051540734e-08,1.9917412250991908e-08,1.4917212316680471e-06,446,2009,0,0,0,0,0,0,3,12of12inf
14862,CONFESSING,14863,784,3.4329457501996656e-08,2.2481895641906904e-08,1.984371120817693e-06,345,2009,0,0,0,0,0,0,3,12of12inf
14863,CONFESSION,14864,9778,4.281548921613818e-07,3.408507974343896e-07,1.1320391440291597e-05,3838,2009,0,0,0,0,0,0,3,12of12inf
14896,CONFINE,14897,1642,7.189919543147769e-08,4.87592160020817e-08,1.976553508961526e-06,1394,2009,0,0,0,0,0,2009,2,12of12inf
14897,CONFINED,14898,38972,1.7064893083773134e-06,1.316584861130949e-06,1.2710754526564846e-05,27211,2009,0,0,0,0,0,2009,2,12of12inf
14898,CONFINEMENT,14899,4228,1.851338601000534e-07,1.1845904540623265e-07,5.043287982602164e-06,1652,2009,0,0,0,0,0,2009,3,12of12inf
14899,CONFINEMENTS,14900,87,3.809518880961364e-09,1.987260642590827e-09,3.265793081944888e-07,66,2009,0,0,0,0,0,0,3,12of12inf
14900,CONFINES,14901,5927,2.5952894721216094e-07,2.616022778767329e-07,6.0905032277998536e-06,5094,2009,0,0,0,0,0,2009,2,12of12inf
14901,CONFINING,14902,560,2.4521041072854758e-08,1.984937402485016e-08,1.6218969052970733e-06,456,2009,0,0,0,0,0,2009,3,12of12inf
14910,CONFISCATE,14911,624,2.7323445766895298e-08,2.066508506814745e-08,1.6424734359157968e-06,464,2009,0,0,0,0,0,0,3,12of12inf
14911,CONFISCATED,14912,2827,1.2378746984457213e-07,1.277683603359285e-07,9.660667779697989e-06,1529,2009,0,0,0,0,0,0,4,12of12inf
14912,CONFISCATES,14913,37,1.6201402137421891e-09,8.316387266550366e-10,2.883982131693635e-07,34,2009,0,0,0,0,0,0,3,12of12inf
14913,CONFISCATING,14914,425,1.8609718671362985e-08,1.1107128119467136e-08,7.715260922669777e-07,375,2009,0,0,0,0,0,0,4,12of12inf
14914,CONFISCATION,14915,12880,5.639839446756593e-07,3.268242758917411e-07,1.2251026105415694e-05,7235,2009,0,0,0,0,0,0,4,12of12inf
14915,CONFISCATIONS,14916,230,1.0071141869208204e-08,7.517901300424693e-09,7.206114098156925e-07,216,2009,0,0,0,0,0,0,4,12of12inf
14927,CONFLICT,14928,958807,4.19838318356083e-05,2.2844724816842068e-05,6.608153101377494e-05,241711,2009,0,0,0,0,0,0,2,12of12inf
14928,CONFLICTED,14929,4197,1.837764453263775e-07,8.081319965554642e-08,2.937532316587077e-06,2171,2009,0,0,0,0,0,0,3,12of12inf
14929,CONFLICTING,14930,86379,3.7823267979145015e-06,2.278444295895004e-06,1.894916283418172e-05,51092,2009,0,0,0,0,0,0,3,12of12inf
14930,CONFLICTS,14931,673654,2.949767393373732e-05,2.0253675079376373e-05,7.536615372286038e-05,213982,2009,0,0,0,0,0,0,2,12of12inf
14960,CONFRONT,14961,4121,1.8044858975220443e-07,1.4369372037466785e-07,3.878318737763168e-06,3769,2009,0,0,0,0,0,0,2,12of12inf
14961,CONFRONTATION,14962,509,2.22878748322912e-08,2.0485011802717465e-08,1.3196108935467298e-06,421,2009,0,0,0,0,0,0,4,12of12inf
14962,CONFRONTATIONAL,14963,247,1.0815530616062722e-08,5.326253165179564e-09,5.43087145369151e-07,246,2009,0,0,0,0,0,0,5,12of12inf
14963,CONFRONTATIONS,14964,425,1.8609718671362985e-08,1.2474150470830665e-08,8.85936089481481e-07,384,2009,0,0,0,0,0,0,4,12of12inf
14964,CONFRONTED,14965,8693,3.806453750827257e-07,3.964665021952658e-07,7.328735865711138e-06,7584,2009,0,0,0,0,0,0,3,12of12inf
14965,CONFRONTING,14966,3789,1.6591111540186907e-07,1.540938451688391e-07,4.67629047165906e-06,3125,2009,0,0,0,0,0,0,3,12of12inf
14966,CONFRONTS,14967,640,2.8024046940405437e-08,2.6491104438759052e-08,1.7870728720232115e-06,585,2009,0,0,0,0,0,0,2,12of12inf
14967,CONFUSE,14968,1601,7.010390492435796e-08,5.788961204196015e-08,2.4624084471135128e-06,1374,2009,0,0,0,0,0,0,2,12of12inf
14968,CONFUSED,14969,3692,1.6166372078746385e-07,1.3675088367086108e-07,3.88256412534671e-06,3250,2009,0,0,0,0,0,0,2,12of12inf
14970,CONFUSES,14971,83,3.6343685875838293e-09,3.840067466750696e-09,5.794704704530194e-07,66,2009,0,2009,0,0,0,0,3,12of12inf
14971,CONFUSING,14972,2621,1.1476722973562913e-07,9.652437697924101e-08,3.243439502933612e-06,2337,2009,0,2009,0,0,0,0,3,12of12inf
14972,CONFUSINGLY,14973,9593,4.200541910926708e-07,1.9877167567730974e-07,4.535318088726092e-06,5959,2009,0,2009,0,0,0,0,4,12of12inf
14973,CONFUSION,14974,22352,9.7873983939366e-07,7.332996815745517e-07,9.48300498299083e-06,16347,2009,0,2009,0,0,0,0,3,12of12inf
15301,CONSPIRACIES,15302,1299,5.6880057774354164e-08,3.971280721745577e-08,2.449274841181284e-06,803,2009,0,0,0,0,0,0,4,12of12inf
15302,CONSPIRACY,15303,47632,2.0856896935396743e-06,2.2356816461629286e-06,2.5036692351527853e-05,22747,2009,0,0,0,0,0,0,4,12of12inf
15303,CONSPIRATOR,15304,616,2.6973145180140233e-08,1.552021486182495e-08,1.418692035427779e-06,404,2009,0,0,0,0,0,0,4,12of12inf
15304,CONSPIRATORIAL,15305,317,1.3880660750169566e-08,9.630106560127506e-09,1.4570342677731156e-06,130,2009,0,0,0,0,0,0,6,12of12inf
15306,CONSPIRATORS,15307,1414,6.191562870895825e-08,6.151830519642014e-08,4.454917515747664e-06,682,2009,0,0,0,0,0,0,4,12of12inf
15307,CONSPIRE,15308,1936,8.477274199472644e-08,4.7100936441607984e-08,4.1641629772827385e-06,1349,2009,0,0,0,0,0,0,2,12of12inf
15308,CONSPIRED,15309,16837,7.372513723993848e-07,7.277773444681243e-07,1.3124883810588252e-05,9502,2009,0,0,0,0,0,0,2,12of12inf
15309,CONSPIRES,15310,2070,9.064027682287385e-08,1.976115121008817e-08,8.15119897118885e-07,1139,2009,0,0,0,0,0,0,2,12of12inf
15310,CONSPIRING,15311,3155,1.381497939015299e-07,1.367760771186211e-07,5.1274107007973465e-06,2079,2009,0,0,0,0,0,0,3,12of12inf
15488,CONTEMPT,15489,10209,4.470273362728112e-07,3.785124673765571e-07,1.5706467972056565e-05,3780,2009,0,0,0,0,0,0,2,12of12inf
15496,CONTEND,15497,21093,9.23611284553081e-07,8.493684805097092e-07,1.2241167464761334e-05,13251,2009,0,0,0,0,0,0,2,12of12inf
15497,CONTENDED,15498,10537,4.6138966032976884e-07,5.22790859381286e-07,1.085550868134588e-05,6348,2009,0,0,0,0,0,0,3,12of12inf
15501,CONTENDING,15502,8299,3.633930711850386e-07,3.424712090155965e-07,7.958181580666004e-06,5098,2009,0,0,0,0,0,0,3,12of12inf
15503,CONTENDS,15504,25511,1.117064783588567e-06,1.2392807985415725e-06,1.8143891559603555e-05,14441,2009,0,0,0,0,0,0,2,12of12inf
15510,CONTENTION,15511,11441,5.009736266330915e-07,4.276488040098827e-07,8.848199110785623e-06,7174,2009,0,0,0,0,0,0,3,12of12inf
15511,CONTENTIONS,15512,8535,3.737269384943131e-07,2.61214460079883e-07,6.937609372049319e-06,3745,2009,0,0,0,0,0,0,3,12of12inf
15512,CONTENTIOUS,15513,1582,6.92719410308147e-08,4.2887726399945306e-08,1.9318718378092577e-06,1216,2009,0,0,0,0,0,0,3,12of12inf
15513,CONTENTIOUSLY,15514,11,4.816633067882184e-10,1.0153377359622266e-09,5.574921311559558e-07,11,2009,0,0,0,0,0,0,4,12of12inf
15528,CONTESTED,15529,248061,1.0861989231381112e-05,4.542350623669698e-06,2.562692727666736e-05,75931,2009,0,0,0,0,0,0,3,12of12inf
15529,CONTESTING,15530,81312,3.5604551637785102e-06,2.565696192193158e-06,2.2492430960519015e-05,44368,2009,0,0,0,0,0,0,3,12of12inf
15597,CONTRACTION,15598,48451,2.1215517161087246e-06,1.6158430203952718e-06,1.6955042062182082e-05,30091,2009,0,0,0,0,0,0,3,12of12inf
15598,CONTRACTIONS,15599,4944,2.1648576261463202e-07,1.5547015400165037e-07,4.021494644903163e-06,3883,2009,0,0,0,0,0,0,3,12of12inf
15607,CONTRADICT,15608,5000,2.1893786672191746e-07,1.1941100530253738e-07,3.145254951013448e-06,3512,2009,0,0,0,0,0,0,3,12of12inf
15608,CONTRADICTED,15609,19012,8.324893444234189e-07,4.6765531105828326e-07,6.699607114137716e-06,11911,2009,0,0,0,0,0,0,4,12of12inf
15609,CONTRADICTING,15610,972,4.2561521290740754e-08,8.986580075635539e-08,6.904680797150624e-06,715,2009,0,0,0,0,0,0,4,12of12inf
15610,CONTRADICTION,15611,2461,1.0776121800052777e-07,5.6083423286879934e-08,3.2089481838825743e-06,1467,2009,0,0,0,0,0,0,4,12of12inf
15611,CONTRADICTIONS,15612,491,2.149969851209229e-08,1.7840626893971474e-08,1.584941827934998e-06,389,2009,0,0,0,0,0,0,4,12of12inf
15612,CONTRADICTORY,15613,3214,1.4073326072884854e-07,8.940524159506035e-08,2.997286065189148e-06,2585,2009,0,0,0,0,0,0,5,12of12inf
15613,CONTRADICTS,15614,1241,5.4340378520379916e-08,2.6231941406919413e-08,1.2647612142810865e-06,904,2009,0,0,0,0,0,0,3,12of12inf
15638,CONTRARY,15639,1332932,5.8365857713075776e-05,2.251558244036881e-05,6.635891714146793e-05,209937,2009,0,0,0,0,0,0,3,12of12inf
15684,CONTROVERSIAL,15685,4604,2.015979876775416e-07,1.336409965506912e-07,3.5700824676151136e-06,3543,2009,0,0,0,0,0,0,4,12of12inf
15686,CONTROVERSIES,15687,39622,1.7349512310511626e-06,9.21369803702402e-07,1.004409642316992e-05,22241,2009,0,0,0,0,0,0,4,12of12inf
